Period 4 	 [107, 106] 1.10 days. [1] R: 0
Period 4 	 [116, 111] 1.03 days. [1] R: 0
Period 4 	 [116, 138] 1.00 days. [2] R: 0
Period 4 	 [117, 116] 1.00 days. [4] R: 0
Period 4 	 [117, 118] 1.02 days. [2] R: 0
Period 4 	 [117, 120] 1.01 days. [1] R: 0
Period 4 	 [117, 122] 1.00 days. [1] R: 0
Period 4 	 [117, 127] 1.05 days. [5] R: 0
Period 4 	 [123, 126] 1.04 days. [1] R: 0
Period 4 	 [125, 109] 1.03 days. [1] R: 0
Period 4 	 [125, 112] 1.04 days. [6] R: 0
Period 4 	 [125, 149] 1.02 days. [1] R: 0
Period 4 	 [128, 127] 1.00 days. [1] R: 0
Period 4 	 [132, 118] 1.05 days. [10] R: 0
Period 4 	 [132, 130] 1.13 days. [1] R: 0
Period 4 	 [133, 114] 1.03 days. [6] R: 0
Period 4 	 [133, 118] 1.03 days. [6] R: 0
Period 4 	 [136, 110] 1.08 days. [3] R: 0
Period 4 	 [137, 106] 1.07 days. [1] R: 0
Period 4 	 [137, 115] 1.01 days. [3] R: 0
Period 4 	 [139, 124] 1.00 days. [2] R: 0
Period 4 	 [140, 120] 1.01 days. [4] R: 0
Period 4 	 [140, 129] 1.05 days. [3] R: 0
Period 4 	 [140, 141] 1.01 days. [1] R: 0
Period 4 	 [140, 143] 1.02 days. [1] R: 0
Period 4 	 [142, 110] 1.06 days. [2] R: 0
Period 4 	 [142, 115] 1.02 days. [5] R: 0
Period 4 	 [142, 118] 1.02 days. [1] R: 0
Period 4 	 [145, 106] 1.06 days. [1] R: 0
Period 4 	 [146, 116] 1.00 days. [1] R: 0
Period 4 	 [146, 134] 1.04 days. [2] R: 0
Period 4 	 [147, 126] 1.02 days. [9] R: 0
Period 4 	 [148, 124] 1.00 days. [1] R: 0
Period 4 	 [150, 108] 1.07 days. [2] R: 0
Period 4 	 [150, 118] 1.01 days. [1] R: 0
Period 4 	 [151, 121] 1.01 days. [1] R: 0
Period 4 	 [151, 126] 1.03 days. [1] R: 0
Period 4 	 [151, 130] 1.08 days. [2] R: 0
Period 4 	 [151, 143] 1.01 days. [2] R: 0
Period 4 	 [152, 129] 1.05 days. [1] R: 0
Period 4 	 [153, 112] 1.04 days. [1] R: 0
Period 4 	 [153, 115] 1.01 days. [1] R: 0
Period 4 	 [153, 119] 1.00 days. [10] R: 0
Period 4 	 [153, 129] 1.05 days. [1] R: 0
Period 4 	 [154, 124] 1.04 days. [2] R: 0
Period 4 	 [155, 113] 1.02 days. [7] R: 0
Period 4 	 [155, 124] 1.02 days. [2] R: 0
Period 4 	 [155, 131] 1.04 days. [4] R: 0
Period 4 	 [156, 106] 1.11 days. [3] R: 0
Period 4 	 [156, 144] 1.05 days. [2] R: 0
Period 5 	 [111, 113] 1.05 days. [1] R: 0
Period 5 	 [125, 106] 1.06 days. [2] R: 0
Period 5 	 [125, 112] 1.04 days. [1] R: 0
	 Repartido Periodo 4: 133.000000
	 Repartido Periodo 5: 4.000000
	 Repartido Periodo 6: 0.000000
	 Repartido Periodo 7: 0.000000
Scenario 0
	 Demandas Periodo 4: 133.000000 [0]
	 Demandas Periodo 5: 180.000000 [0]
	 Demandas Periodo 6: 180.000000 [0]
	 Demandas Periodo 7: 255.000000 [0]
Scenario 1
	 Demandas Periodo 4: 188.000000 [0]
	 Demandas Periodo 5: 244.000000 [0]
	 Demandas Periodo 6: 253.000000 [0]
	 Demandas Periodo 7: 347.000000 [0]
Scenario 2
	 Demandas Periodo 4: 129.000000 [0]
	 Demandas Periodo 5: 153.000000 [0]
	 Demandas Periodo 6: 158.000000 [0]
	 Demandas Periodo 7: 217.000000 [0]
ObjVal: -23.000000 Time: 91.906563 GAP: 0.000000
